Date,Close
3/28/2023 0:00,73.19999695
3/29/2023 0:00,72.97000122
3/30/2023 0:00,74.37000275
3/31/2023 0:00,75.66999817
4/3/2023 0:00,80.41999817
4/4/2023 0:00,80.70999908
4/5/2023 0:00,80.61000061
4/6/2023 0:00,80.69999695
4/10/2023 0:00,79.73999786
4/11/2023 0:00,81.52999878
4/12/2023 0:00,83.26000214
4/13/2023 0:00,82.16000366
4/14/2023 0:00,82.51999664
4/17/2023 0:00,80.83000183
4/18/2023 0:00,80.86000061
4/19/2023 0:00,79.16000366
4/20/2023 0:00,77.29000092
4/21/2023 0:00,77.87000275
4/24/2023 0:00,78.76000214
4/25/2023 0:00,77.06999969
4/26/2023 0:00,74.30000305
4/27/2023 0:00,74.76000214
4/28/2023 0:00,76.77999878
5/1/2023 0:00,75.66000366
5/2/2023 0:00,71.66000366
5/3/2023 0:00,68.59999847
5/4/2023 0:00,68.55999756
5/5/2023 0:00,71.33999634
5/8/2023 0:00,73.16000366
5/9/2023 0:00,73.70999908
5/10/2023 0:00,72.55999756
5/11/2023 0:00,70.87000275
5/12/2023 0:00,70.04000092
5/15/2023 0:00,71.11000061
5/16/2023 0:00,70.86000061
5/17/2023 0:00,72.83000183
5/18/2023 0:00,71.86000061
5/19/2023 0:00,71.55000305
5/22/2023 0:00,71.98999786
5/23/2023 0:00,72.91000366
5/24/2023 0:00,74.33999634
5/25/2023 0:00,71.83000183
5/26/2023 0:00,72.66999817
5/30/2023 0:00,69.45999908
5/31/2023 0:00,68.08999634
6/1/2023 0:00,70.09999847
6/2/2023 0:00,71.73999786
6/5/2023 0:00,72.15000153
6/6/2023 0:00,71.73999786
6/7/2023 0:00,72.52999878
6/8/2023 0:00,71.29000092
6/9/2023 0:00,70.16999817
6/12/2023 0:00,67.12000275
6/13/2023 0:00,69.41999817
6/14/2023 0:00,68.26999664
6/15/2023 0:00,70.62000275
6/16/2023 0:00,71.77999878
6/20/2023 0:00,70.5
6/21/2023 0:00,72.52999878
6/22/2023 0:00,69.51000214
6/23/2023 0:00,69.16000366
6/26/2023 0:00,69.37000275
6/27/2023 0:00,67.69999695
6/28/2023 0:00,69.55999756
6/29/2023 0:00,69.86000061
6/30/2023 0:00,70.63999939
7/3/2023 0:00,69.79000092
7/5/2023 0:00,71.79000092
7/6/2023 0:00,71.80000305
7/7/2023 0:00,73.86000061
7/10/2023 0:00,72.98999786
7/11/2023 0:00,74.83000183
7/12/2023 0:00,75.75
7/13/2023 0:00,76.88999939
7/14/2023 0:00,75.41999817
7/17/2023 0:00,74.15000153
7/18/2023 0:00,75.75
7/19/2023 0:00,75.34999847
7/20/2023 0:00,75.62999725
7/21/2023 0:00,77.06999969
7/24/2023 0:00,78.73999786
7/25/2023 0:00,79.62999725
7/26/2023 0:00,78.77999878
7/27/2023 0:00,80.08999634
7/28/2023 0:00,80.58000183
7/31/2023 0:00,81.80000305
8/1/2023 0:00,81.37000275
8/2/2023 0:00,79.48999786
8/3/2023 0:00,81.55000305
8/4/2023 0:00,82.81999969
8/7/2023 0:00,81.94000244
8/8/2023 0:00,82.91999817
8/9/2023 0:00,84.40000153
8/10/2023 0:00,82.81999969
8/11/2023 0:00,83.19000244
8/14/2023 0:00,82.51000214
8/15/2023 0:00,80.98999786
8/16/2023 0:00,79.37999725
8/17/2023 0:00,80.38999939
8/18/2023 0:00,81.25
8/21/2023 0:00,80.72000122
8/22/2023 0:00,80.34999847
8/23/2023 0:00,78.88999939
8/24/2023 0:00,79.05000305
8/25/2023 0:00,79.83000183
8/28/2023 0:00,80.09999847
8/29/2023 0:00,81.16000366
8/30/2023 0:00,81.62999725
8/31/2023 0:00,83.62999725
9/1/2023 0:00,85.55000305
9/5/2023 0:00,86.69000244
9/6/2023 0:00,87.54000092
9/7/2023 0:00,86.87000275
9/8/2023 0:00,87.51000214
9/11/2023 0:00,87.29000092
9/12/2023 0:00,88.83999634
9/13/2023 0:00,88.51999664
9/14/2023 0:00,90.16000366
9/15/2023 0:00,90.76999664
9/18/2023 0:00,91.48000336
9/19/2023 0:00,91.19999695
9/20/2023 0:00,90.27999878
9/21/2023 0:00,89.62999725
9/22/2023 0:00,90.02999878
9/25/2023 0:00,89.68000031
9/26/2023 0:00,90.38999939
9/27/2023 0:00,93.68000031
9/28/2023 0:00,91.70999908
9/29/2023 0:00,90.79000092
10/2/2023 0:00,88.81999969
10/3/2023 0:00,89.23000336
10/4/2023 0:00,84.22000122
10/5/2023 0:00,82.30999756
10/6/2023 0:00,82.79000092
10/9/2023 0:00,86.37999725
10/10/2023 0:00,85.97000122
10/11/2023 0:00,83.48999786
10/12/2023 0:00,82.91000366
10/13/2023 0:00,87.69000244
10/16/2023 0:00,86.66000366
10/17/2023 0:00,86.66000366
10/18/2023 0:00,88.31999969
10/19/2023 0:00,89.37000275
10/20/2023 0:00,88.75
10/23/2023 0:00,85.48999786
10/24/2023 0:00,83.73999786
10/25/2023 0:00,85.38999939
10/26/2023 0:00,83.20999908
10/27/2023 0:00,85.54000092
10/30/2023 0:00,82.30999756
10/31/2023 0:00,81.01999664
11/1/2023 0:00,80.44000244
11/2/2023 0:00,82.45999908
11/3/2023 0:00,80.51000214
11/6/2023 0:00,80.81999969
11/7/2023 0:00,77.37000275
11/8/2023 0:00,75.33000183
11/9/2023 0:00,75.73999786
11/10/2023 0:00,77.16999817
11/13/2023 0:00,78.26000214
11/14/2023 0:00,78.26000214
11/15/2023 0:00,76.66000366
11/16/2023 0:00,72.90000153
11/17/2023 0:00,75.88999939
11/20/2023 0:00,77.59999847
11/21/2023 0:00,77.76999664
11/22/2023 0:00,77.09999847
11/23/2023 0:00,76.34999847
11/24/2023 0:00,75.54000092
11/27/2023 0:00,74.86000061
11/28/2023 0:00,76.41000366
11/29/2023 0:00,77.86000061
11/30/2023 0:00,75.95999908
12/1/2023 0:00,74.06999969
12/4/2023 0:00,73.04000092
12/5/2023 0:00,72.31999969
12/6/2023 0:00,69.37999725
12/7/2023 0:00,69.33999634
12/8/2023 0:00,71.23000336
12/11/2023 0:00,71.31999969
12/12/2023 0:00,68.61000061
12/13/2023 0:00,69.47000122
12/14/2023 0:00,71.58000183
12/15/2023 0:00,71.43000031
12/18/2023 0:00,72.47000122
12/19/2023 0:00,73.44000244
12/20/2023 0:00,74.22000122
12/21/2023 0:00,73.88999939
12/22/2023 0:00,73.55999756
12/26/2023 0:00,75.56999969
12/27/2023 0:00,74.11000061
12/28/2023 0:00,71.76999664
12/29/2023 0:00,71.65000153
1/2/2024 0:00,70.37999725
1/3/2024 0:00,72.69999695
1/4/2024 0:00,72.19000244
1/5/2024 0:00,73.80999756
1/8/2024 0:00,70.76999664
1/9/2024 0:00,72.23999786
1/10/2024 0:00,71.37000275
1/11/2024 0:00,72.01999664
1/12/2024 0:00,72.68000031
1/16/2024 0:00,72.40000153
1/17/2024 0:00,72.55999756
1/18/2024 0:00,74.08000183
1/19/2024 0:00,73.41000366
1/22/2024 0:00,75.19000244
1/23/2024 0:00,74.37000275
1/24/2024 0:00,75.08999634
1/25/2024 0:00,77.36000061
1/26/2024 0:00,78.01000214
1/29/2024 0:00,76.77999878
1/30/2024 0:00,77.81999969
1/31/2024 0:00,75.84999847
2/1/2024 0:00,73.81999969
2/2/2024 0:00,72.27999878
2/5/2024 0:00,72.77999878
2/6/2024 0:00,73.30999756
2/7/2024 0:00,73.86000061
2/8/2024 0:00,76.22000122
2/9/2024 0:00,76.83999634
2/12/2024 0:00,76.91999817
2/13/2024 0:00,77.87000275
2/14/2024 0:00,76.63999939
2/15/2024 0:00,78.02999878
2/16/2024 0:00,79.19000244
2/20/2024 0:00,78.18000031
2/21/2024 0:00,77.91000366
2/22/2024 0:00,78.61000061
2/23/2024 0:00,76.48999786
2/26/2024 0:00,77.58000183
2/27/2024 0:00,78.87000275
2/28/2024 0:00,78.54000092
2/29/2024 0:00,78.26000214
3/1/2024 0:00,79.97000122
3/4/2024 0:00,78.73999786
3/5/2024 0:00,78.15000153
3/6/2024 0:00,79.12999725
3/7/2024 0:00,78.93000031
3/8/2024 0:00,78.01000214
3/11/2024 0:00,77.93000031
3/12/2024 0:00,77.55999756
3/13/2024 0:00,79.72000122
3/14/2024 0:00,81.26000214
3/15/2024 0:00,81.04000092
3/18/2024 0:00,82.72000122
3/19/2024 0:00,83.47000122
3/20/2024 0:00,81.68000031
3/21/2024 0:00,81.06999969
3/22/2024 0:00,80.62999725
3/25/2024 0:00,81.94999695
3/26/2024 0:00,81.62000275
3/27/2024 0:00,81.34999847
